"site.no","station.nm","Trib.Name","dec.lat.va","dec.long.va","lake","WQ ID IF DIFFERENT","Country","Water Quality Samples","Streamflow","drain.area.va","tz.cd"
"02HB021","ANCASTER CREEK AT ANCASTER","Ancaster Creek",43.2311706543,-79.9738616943,"Ontario",,"CAN",,,,
"02HD020","BALTIMORE CREEK AT BALTIMORE","Baltimore Creek",44.0288314819,-78.1470565796,"Ontario",,"CAN",,,,
"02HJ007","BAXTER CREEK AT MILLBROOK","Baxter Creek",44.1502799988,-78.4467163086,"Ontario",,"CAN",,,,
"02HK006","BEAVER CREEK NEAR MARMORA","Beaver Creek",44.5351905823,-77.6965789795,"Ontario",,"CAN",,,,
"02HA028","WELLAND RIVER AT WELLANDPORT","Beaver Creek",43.0050010681,-79.4824981689,"Ontario",,"CAN",,,,
"02HE004","BLACK CREEK AT MILFORD","Black Creek",43.9355583191,-77.0898895264,"Ontario",,"CAN",,,,
"02HC027","BLACK CREEK NEAR WESTON","Black Creek",43.6742515564,-79.5043563843,"Ontario",,"CAN",,,,
"02HB024","BLACK CREEK BELOW ACTON","Black Creek",43.6293106079,-80.0104217529,"Ontario",,"CAN",,,,
"02HA029","BLACK CREEK AT STEVENSVILLE","Black Creek",42.9449996948,-79.0422210693,"Ontario",,"CAN",,,,
"04200500","Black River at Elyria OH","Black River",41.38032368,-82.10459279,"Erie",,"US","X","X",396,"EST"
"04159492","BLACK RIVER NEAR JEDDO  MI","Black River",43.15252665,-82.6240918,"Huron",,"US","X","X",464,"EST"
"04260500","BLACK RIVER AT WATERTOWN NY","Black River",43.98555556,-75.9247222,"Ontario",,"US","X","X",1864,"EST"
"02HL003","BLACK RIVER NEAR ACTINOLITE","Black River",44.5395812988,-77.3696365356,"Ontario",,"CAN",,,,
"04200000","East Branch Black River at Elyria OH","Black River (East Branch)",41.34754779,-82.0943144,"Erie",,"US","X","X",217,"EST"
"02HG003","BLACKSTOCK CREEK NEAR BLACKSTOCK","Blackstock Creek",44.1319198608,-78.8289718628,"Ontario",,"CAN",,,,
"02HE001","BLOOMFIELD CREEK AT BLOOMFIELD","Bloomfield Creek",43.9905586243,-77.2183303833,"Ontario",,"CAN",,,,
"02HD006","BOWMANVILLE CREEK AT BOWMANVILLE","Bowmanville Creek",43.9214706421,-78.702003479,"Ontario",,"CAN",,,,
"02HB022","BRONTE CREEK AT CARLISLE","Bronte Creek",43.3888587952,-79.9881134033,"Ontario",,"CAN",,,,
"02HB016","BRONTE CREEK AT PROGRESTON","Bronte Creek",43.3986091614,-79.9594421387,"Ontario",,"CAN",,,,
"02HB011","BRONTE CREEK NEAR ZIMMERMAN","Bronte Creek",43.4368896484,-79.8643264771,"Ontario",,"CAN",,,,
"02HC044","BROUGHAM CREEK AT BROUGHAM","Brougham Creek",43.9158287048,-79.1063919067,"Ontario",,"CAN",,,,
"02HK009","BURNLEY CREEK ABOVE WARKWORTH","Burnley Creek",44.196811676,-77.9110031128,"Ontario",,"CAN",,,,
"02HF003","BURNT RIVER NEAR BURNT RIVER","Burnt River",44.7098617554,-78.6775283813,"Ontario",,"CAN",,,,
"04213500","CATTARAUGUS CREEK AT GOWANDA NY","Cattaraugus Creek",42.4633333,-78.9341667,"Erie",,"US","X","X",436,"EST"
"02HC051","CENTREVILLE CREEK NEAR ALBION","Centreville Creek",43.9244384766,-79.8344421387,"Ontario",,"CAN",,,,
"04132052","CHEBOYGAN R (POND) AT LINCOLN AVE AT CHEBOYGAN  MI","Cheboygan River",45.6339007,-84.4811465,"Huron",,"US","X","X",1500,"EST"
"02HL102","CLARE RIVER NEAR BOGART","Clare River",44.4824981689,-77.2194366455,"Ontario",,"CAN",,,,
"04165500","CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS  MI","Clinton River",42.5958674,-82.90881,"Erie",,"US","X","X",734,"EST"
"02HD019","COBOURG BROOK AT COBOURG","Cobourg Brook",43.9649391174,-78.1850585938,"Ontario",,"CAN",,,,
"02HK007","COLD CREEK AT ORLAND","Cold Creek",44.1347808838,-77.7868881226,"Ontario",,"CAN",,,,
"02HC023","COLD CREEK NEAR BOLTON","Cold Creek",43.8902816772,-79.7200012207,"Ontario",,"CAN",,,,
"02HM005","COLLINS CREEK NEAR KINGSTON","Collins Creek",44.2565002441,-76.6125564575,"Ontario",,"CAN",,,,
"02HB030","COOKSVILLE CREEK NEAR COOKSVILLE","Cooksville Creek",43.5923309326,-79.6238937378,"Ontario",,"CAN",,,,
"02HB029","CREDIT RIVER AT STREETSVILLE","Credit River",43.5822792053,-79.7087478638,"Ontario",,"CAN",,,,
"02HB026","CREDIT RIVER AT MISSISSAUGA GOLF COURSE","Credit River",43.5494918823,-79.6361236572,"Ontario",,"CAN",,,,
"02HB025","CREDIT RIVER AT NORVAL","Credit River",43.6475791931,-79.8560028076,"Ontario",,"CAN",,,,
"02HB018","CREDIT RIVER AT BOSTON MILLS","Credit River",43.7735786438,-79.9268264771,"Ontario",,"CAN",,,,
"02HB013","CREDIT RIVER NEAR ORANGEVILLE","Credit River",43.8912696838,-80.0624008179,"Ontario",,"CAN",,,,
"02HB002","CREDIT RIVER AT ERINDALE","Credit River",43.5427818298,-79.6572189331,"Ontario",,"CAN",,,,
"02HB001","CREDIT RIVER NEAR CATARACT","Credit River",43.8358612061,-80.0228881836,"Ontario",,"CAN",,,,
"02HB020","CREDIT RIVER ERIN BRANCH ABOVE ERIN","Credit River (Erin Branch)",43.7718086243,-80.0936431885,"Ontario",,"CAN",,,,
"02HB019","CREDIT RIVER ALTON BRANCH ABOVE ALTON","Credit River Alton Branch",43.8538894653,-80.0838928223,"Ontario",,"CAN",,,,
"02HB008","CREDIT RIVER WEST BRANCH AT NORVAL","Credit River West Branch",43.6465606689,-79.8662796021,"Ontario",,"CAN",,,,
"02HK005","CROWE RIVER NEAR GLEN ALDA","Crowe River",44.8444404602,-77.9311065674,"Ontario",,"CAN",,,,
"02HK003","CROWE RIVER AT MARMORA","Crowe River",44.4815597534,-77.6848068237,"Ontario",,"CAN",,,,
"410832081262100","CUYAHOGA R AT MUNROE FALLS OH","Cuyahoga River",41.14227838,-81.4390009,"Erie",,"US","X",,,"EST"
"04208000","Cuyahoga River at Independence OH","Cuyahoga River",41.39533087,-81.6298478,"Erie",,"US","X",,707,"EST"
"04208504","Cuyahoga River near Newburgh Heights OH","Cuyahoga River",41.46255164,-81.680963,"Erie",,"US","X","X",788,"EST"
"02HE003","DEMORESTVILLE CREEK AT DEMORESTVILLE","Demorestville Creek",44.0905609131,-77.2105636597,"Ontario",,"CAN",,,,
"02HM002","DEPOT CREEK AT BELLROCK","Depot Creek",44.4719200134,-76.7623596191,"Ontario",,"CAN",,,,
"02HC024","DON RIVER AT TODMORDEN","Don River",43.6858596802,-79.3615036011,"Ontario",,"CAN",,,,
"02HC056","DON RIVER EAST BRANCH NEAR THORNHILL","Don River East Branch",43.8266105652,-79.438079834,"Ontario",,"CAN",,,,
"02HC029","LITTLE DON RIVER AT DON MILLS","Don River East Branch",43.7574996948,-79.3450012207,"Ontario",,"CAN",,,,
"02HC004","LITTLE DON RIVER NEAR LANSING","Don River East Branch",43.7722206116,-79.3652801514,"Ontario",,"CAN",,,,
"02HC005","DON RIVER AT YORK MILLS","Don River West Branch",43.7402496338,-79.403137207,"Ontario",,"CAN",,,,
"02HC049","DUFFINS CREEK AT AJAX","Duffins Creek",43.8488883972,-79.0561065674,"Ontario",,"CAN",,,,
"02HC019","DUFFINS CREEK ABOVE PICKERING","Duffins Creek",43.8912811279,-79.0592803955,"Ontario",,"CAN",,,,
"02HC006","DUFFINS CREEK AT PICKERING","Duffins Creek",43.8527793884,-79.0622177124,"Ontario",,"CAN",,,,
"02HC032","EAST HUMBER RIVER AT KING CREEK","East Humber River",43.9027786255,-79.61277771,"Ontario",,"CAN",,,,
"02HC010","EAST HUMBER RIVER NEAR KLEINBURG","East Humber River",43.8694381714,-79.6347198486,"Ontario",,"CAN",,,,
"02HC009","EAST HUMBER RIVER NEAR PINE GROVE","East Humber River",43.7900810242,-79.5844192505,"Ontario",,"CAN",,,,
"02HB004","EAST OAKVILLE CREEK NEAR OMAGH","East Sixteen Mile Creek",43.499168396,-79.7767791748,"Ontario",,"CAN",,,,
"02HH001","EELS CREEK BELOW APSLEY","Eels Creek",44.6416702271,-78.1352767944,"Ontario",,"CAN",,,,
"02HC030","ETOBICOKE CREEK BELOW QUEEN ELIZABETH HIGHWAY","Etobicoke Creek",43.6017494202,-79.5563278198,"Ontario",,"CAN",,,,
"02HC017","ETOBICOKE CREEK AT BRAMPTON","Etobicoke Creek",43.6915817261,-79.7593917847,"Ontario",,"CAN",,,,
"02HC002","ETOBICOKE CREEK NEAR SUMMERVILLE","Etobicoke Creek",43.6266708374,-79.5641708374,"Ontario",,"CAN",,,,
"02HD014","FAREWELL CREEK AT OSHAWA","Farewell Creek",43.8883285522,-78.8211135864,"Ontario",,"CAN",,,,
"02HA030","FOUR MILE CREEK NEAR VIRGIL","Four Mile Creek",43.1956100464,-79.1133270264,"Ontario",,"CAN",,,,
"02HB027","FOURTEEN MILE CREEK AT OAKVILLE","Fourteen Mile Creek",43.4214515686,-79.7031478882,"Ontario",,"CAN",,,,
"02HD012","GANARASKA RIVER ABOVE DALE","Ganaraska River",43.990940094,-78.3281936646,"Ontario",,"CAN",,,,
"02HD004","NORTH WEST GANARASKA RIVER NEAR OSACA","Ganaraska River",44.0171890259,-78.4387512207,"Ontario",,"CAN",,,,
"02HD003","GANARASKA RIVER NEAR OSACA","Ganaraska River",44.0151405334,-78.4374694824,"Ontario",,"CAN",,,,
"02HD002","GANARASKA RIVER NEAR DALE","Ganaraska River",43.9852790833,-78.3016662598,"Ontario",,"CAN",,,,
"02HD001","GANARASKA RIVER AT PORT HOPE","Ganaraska River",43.9683303833,-78.2952804565,"Ontario",,"CAN",,,,
"04231600","GENESEE RIVER AT FORD STREET BRIDGE  ROCHESTER NY","Genessee River",43.1417222,-77.6163056,"Ontario",,"US","X","X",2474,"EST"
"04212100","Grand River near Painesville OH","Grand River",41.7189339,-81.2278789,"Erie",,"US","X","X",685,"EST"
"04265432","GRASS RIVER AT CHASE MILLS NY","Grass River",44.84666667,-75.0780556,"Ontario",,"US","X","X",598,"EST"
"02HB028","GRINDSTONE CREEK NEAR MILLGROVE","Grindstone Creek",43.3348617554,-79.9490585327,"Ontario",,"CAN",,,,
"02HB012","GRINDSTONE CREEK NEAR ALDERSHOT","Grindstone Creek",43.3006401062,-79.8690032959,"Ontario",,"CAN",,,,
"02HB006","GRINDSTONE CREEK ABOVE HIGHWAY NO. 403","Grindstone Creek",43.307220459,-79.868888855,"Ontario",,"CAN",,,,
"02HF002","GULL RIVER AT NORLAND","Gull River",44.7318305969,-78.8180618286,"Ontario",,"CAN",,,,
"02HD013","HARMONY CREEK AT OSHAWA","Harmony Creek",43.8888587952,-78.8249435425,"Ontario",,"CAN",,,,
"02HC013","HIGHLAND CREEK NEAR WEST HILL","Highland Creek",43.7781906128,-79.1914672852,"Ontario",,"CAN",,,,
"02HK017","HOARDS CREEK NEAR WELLMAN","Hoards Creek",44.3317489624,-77.6282272339,"Ontario",,"CAN",,,,
"02HC057","HUMBER RIVER NEAR BALLYCROY","Humber River",43.9703102112,-79.8877182007,"Ontario",,"CAN",,,,
"02HC050","CENTREVILLE CREEK NEAR PALGRAVE","Humber River",43.9288902283,-79.8283309937,"Ontario",,"CAN",,,,
"02HC047","HUMBER RIVER NEAR PALGRAVE","Humber River",43.9285011292,-79.8229980469,"Ontario",,"CAN",,,,
"02HC012","HUMBER RIVER NEAR CEDAR MILLS","Humber River",43.9283294678,-79.815826416,"Ontario",,"CAN",,,,
"02HC003","HUMBER RIVER AT WESTON","Humber River",43.6989402771,-79.5203933716,"Ontario",,"CAN",,,,
"04199000","Huron River at Milan OH","Huron River (Huron-Vermillion)",41.3008852,-82.6082326,"Erie",,"US","X","X",371,"EST"
"04174500","HURON RIVER AT ANN ARBOR  MI","Huron River (St. Clair-Detroit)",42.28698238,-83.7338296,"Erie",,"US","X","X",729,"EST"
"02HJ008","INDIAN RIVER AT GILCHRIST BAY","Indian River",44.5404701233,-78.0953598022,"Ontario",,"CAN",,,,
"02HH004","INDIAN RIVER AT GILCHRIST BAY","Indian River",44.5404701233,-78.0953598022,"Ontario",,"CAN",,,,
"02HJ006","JACKSON CREEK NEAR JACKSON HEIGHTS","Jackson Creek",44.3098297119,-78.3707199097,"Ontario",,"CAN",,,,
"02HJ001","JACKSON CREEK AT PETERBOROUGH","Jackson Creek",44.3027801514,-78.3213882446,"Ontario",,"CAN",,,,
"02HC036","KATABOKOKONK CREEK ABOVE LOCUST HILL","Katabokokonk Creek",43.9186096191,-79.2261123657,"Ontario",,"CAN",,,,
"02HC104","LITTLE ROUGE CREEK AT SCARBOROUGH","Little Rouge Creek",43.8138885498,-79.1569366455,"Ontario",,"CAN",,,,
"02HC053","LITTLE ROUGE RIVER NEAR DICKSONS HILL","Little Rouge Creek",43.9256896973,-79.2821884155,"Ontario",,"CAN",,,,
"02HC028","LITTLE ROUGE CREEK NEAR LOCUST HILL","Little Rouge Creek",43.9078903198,-79.2162780762,"Ontario",,"CAN",,,,
"02HC015","ROUGE RIVER AT ROUGE HILL","Little Rouge Creek",43.8138885498,-79.1577835083,"Ontario",,"CAN",,,,
"02HC014","LITTLE ROUGE CREEK AT ROUGE HILL","Little Rouge Creek",43.8152809143,-79.1569366455,"Ontario",,"CAN",,,,
"02HC054","LYNDE CREEK AT BROOKLIN","Lynde Creek",43.9590797424,-78.9599685669,"Ontario",,"CAN",,,,
"02HC018","LYNDE CREEK NEAR WHITBY","Lynde Creek",43.8754997253,-78.9603271484,"Ontario",,"CAN",,,,
"02HD023","MACKIE CREEK NEAR HAMPTON","Mackie Creek",43.9790802002,-78.6803131104,"Ontario",,"CAN",,,,
"02HC037","MAJOR CREEK ABOVE GREEN RIVER","Major Creek",43.9055595398,-79.190826416,"Ontario",,"CAN",,,,
"02HG001","MARIPOSA BROOK NEAR LITTLE BRITAIN","Mariposa Brook",44.2896385193,-78.8416137695,"Ontario",,"CAN",,,,
"04193490","Maumee River near Waterville OH","Maumee River",41.47616368,-83.7388261,"Erie",,"US","X",,6313,"EST"
"02HK011","MAYHEW CREEK NEAR TRENTON","Mayhew Creek",44.1091690063,-77.6125335693,"Ontario",,"CAN",,,,
"02HE002","CONSECON CREEK AT ALLISONVILLE","Melville Creek",44.027469635,-77.3668823242,"Ontario",,"CAN",,,,
"02HC045","MICHELL CREEK BELOW CLAREMONT","Michell Creek",43.9611091614,-79.1280593872,"Ontario",,"CAN",,,,
"02HM011","MILLHAVEN CREEK AT SYDENHAM","Millhaven Creek",44.4133110046,-76.594833374,"Ontario",,"CAN",,,,
"02HM006","MILLHAVEN CREEK NEAR MILLHAVEN","Millhaven Creek",44.2264213562,-76.7590637207,"Ontario",,"CAN",,,,
"02HC033","MIMICO CREEK AT ISLINGTON","Mimico Creek",43.6473617554,-79.5196914673,"Ontario",,"CAN",,,,
"02HH002","MISSISSAGUA RIVER BELOW MISSISSAGUA LAKE","Mississagua River",44.6749992371,-78.3458328247,"Ontario",,"CAN",,,,
"02HL104","MOIRA RIVER NEAR THOMASBURG","Moira River",44.4075012207,-77.3097229004,"Ontario",,"CAN",,,,
"02HL101","MOIRA RIVER AT TWEED","Moira River",44.488609314,-77.3197174072,"Ontario",,"CAN",,,,
"02HL007","MOIRA RIVER NEAR TWEED","Moira River",44.4884681702,-77.3195266724,"Ontario",,"CAN",,,,
"02HL005","MOIRA RIVER NEAR DELORO","Moira River",44.4996681213,-77.6184387207,"Ontario",,"CAN",,,,
"02HL001","MOIRA RIVER NEAR FOXBORO","Moira River",44.2536697388,-77.4191894531,"Ontario",,"CAN",,,,
"02HM007","NAPANEE RIVER AT CAMDEN EAST","Napanee River",44.3347511292,-76.8388137817,"Ontario",,"CAN",,,,
"02HM001","NAPANEE RIVER NEAR NAPANEE","Napanee River",44.2775001526,-76.9286117554,"Ontario",,"CAN",,,,
"02HA008","NIAGARA RIVER BELOW PEACE BRIDGE","Niagara River",42.9116897583,-78.9087524414,"Ontario",,"CAN",,,,
"02HG002","NONQUON RIVER NEAR PORT PERRY","Nonquon River",44.0866889954,-79.0060806274,"Ontario",,"CAN",,,,
"02HD008","OSHAWA CREEK AT OSHAWA","Oshawa Creek",43.9303092957,-78.8915328979,"Ontario",,"CAN",,,,
"04263000","OSWEGATCHIE RIVER NEAR HEUVELTON NY","Oswegatchie River",44.5994444,-75.37888889,"Ontario",,"US","X","X",986,"EST"
"02HA024","OSWEGO CREEK AT CANBORO","Oswego Creek",42.9913101196,-79.6782531738,"Ontario",,"CAN",,,,
"04249000","OSWEGO RIVER AT LOCK 7  OSWEGO NY","Oswego River",43.45166667,-76.50527778,"Ontario",,"US","X","X",5100,"EST"
"02HJ002","OTONABEE RIVER AT LAKEFIELD","Otonabee River",44.4222488403,-78.2757492065,"Ontario",,"CAN",,,,
"02HL008","CLARE RIVER NEAR BOGART","Otter Creek",44.4968299866,-77.2275314331,"Ontario",,"CAN",,,,
"02HJ003","OUSE RIVER NEAR WESTWOOD","Ouse River",44.2980613708,-78.0449371338,"Ontario",,"CAN",,,,
"02HL103","PARKS CREEK NEAR LATTA","Parks Creek",44.2847213745,-77.3249969482,"Ontario",,"CAN",,,,
"02HL006","PARKS CREEK NEAR LATTA","Parks Creek",44.2852783203,-77.3236083984,"Ontario",,"CAN",,,,
"02HC105","PETTICOAT CREEK NEAR DUNBARTON","Petticoat Creek",43.8347206116,-79.1486129761,"Ontario",,"CAN",,,,
"02HH003","PIGEON RIVER NEAR LOTUS","Pigeon River",44.1242790222,-78.6951065063,"Ontario",,"CAN",,,,
"04195820","Portage River near Elmore OH","Portage River",41.49116178,-83.2246454,"Erie","04195500","US","X","X",494,"EST"
"02HD018","PROCTORS CREEK NEAR BRIGHTON","Proctors Creek",44.0598106384,-77.744468689,"Ontario",,"CAN",,,,
"04268000","RAQUETTE RIVER AT RAYMONDVILLE NY","Raquette River",44.83888889,-74.97888889,"Ontario",,"US","X","X",1125,"EST"
"02HK008","RAWDON CREEK NEAR WEST HUNTINGDON","Rawdon Creek",44.3381385803,-77.4771881104,"Ontario",,"CAN",,,,
"02HA023","REDHILL CREEK AT ALBION FALLS","Redhill Creek",43.2004699707,-79.8204727173,"Ontario",,"CAN",,,,
"02HA014","REDHILL CREEK AT HAMILTON","Redhill Creek",43.2409706116,-79.7738876343,"Ontario",,"CAN",,,,
"02HC040","REESOR CREEK NEAR ALTONA","Reesor Creek",43.9544410706,-79.2077789307,"Ontario",,"CAN",,,,
"02HC039","REESOR CREEK ABOVE GREEN RIVER","Reesor Creek",43.9352798462,-79.2008285522,"Ontario",,"CAN",,,,
"04142000","RIFLE RIVER NEAR STERLING  MI","Rifle River",44.0725203,-84.0199939,"Huron",,"US","X","X",320,"EST"
"04176500","RIVER RAISIN NEAR MONROE  MI","River Raisin",41.9606008,-83.53104619,"Erie",,"US","X","X",1042,"EST"
"04166500","RIVER ROUGE AT DETROIT  MI","River Rouge",42.3730923,-83.2546513,"Erie",,"US","X","X",187,"EST"
"04201500","Rocky River near Berea OH","Rocky River",41.4067149,-81.8870822,"Erie",,"US","X","X",267,"EST"
"02HC103","ROUGE RIVER AT SCARBOROUGH","Rouge River",43.8111114502,-79.1597213745,"Ontario",,"CAN",,,,
"02HC022","ROUGE RIVER NEAR MARKHAM","Rouge River",43.8583602905,-79.2335586548,"Ontario",,"CAN",,,,
"04157005","SAGINAW RIVER AT HOLLAND AVENUE AT SAGINAW  MI","Saginaw River",43.4219699,-83.951918,"Huron",,"US","X",,,"EST"
"04157000","SAGINAW RIVER AT SAGINAW  MI","Saginaw River",43.4128034,-83.9630294,"Huron",,"US","X","X",6060,"EST"
"02HM010","SALMON RIVER AT TAMWORTH","Salmon River",44.4862213135,-76.9929733276,"Ontario",,"CAN",,,,
"02HM003","SALMON RIVER NEAR SHANNONVILLE","Salmon River",44.2073097229,-77.2092514038,"Ontario",,"CAN",,,,
"02HK015","SALT CREEK NEAR CODRINGTON","Salt Creek",44.1995697021,-77.8189468384,"Ontario",,"CAN",,,,
"04198000","Sandusky River near Fremont OH","Sandusky River",41.3078307,-83.1588088,"Erie",,"US","X","X",1251,"EST"
"02HD010","SHELTER VALLEY BROOK NEAR GRAFTON","Shelter Valley Creek",43.9918212891,-78.0010604858,"Ontario",,"CAN",,,,
"02HB005","OAKVILLE CREEK AT MILTON","Sixteen Mile Creek",43.5138893127,-79.8797225952,"Ontario",,"CAN",,,,
"02HL004","SKOOTAMATTA RIVER NEAR ACTINOLITE","Skootamatta River",44.5495796204,-77.3280563354,"Ontario",,"CAN",,,,
"02HD007","SOPER CREEK AT BOWMANVILLE","Soper Creek",43.9022216797,-78.6725006104,"Ontario",,"CAN",,,,
"02HB023","SPENCER CREEK AT HIGHWAY NO. 5","Spencer Creek",43.2829208374,-80.0528106689,"Ontario",,"CAN",,,,
"02HB015","SPENCER CREEK NEAR WESTOVER","Spencer Creek",43.3530807495,-80.0778884888,"Ontario",,"CAN",,,,
"02HB010","SPENCER CREEK AT DUNDAS CROSSING","Spencer Creek",43.2649993896,-79.9647216797,"Ontario",,"CAN",,,,
"02HB007","SPENCER CREEK AT DUNDAS","Spencer Creek",43.2654190063,-79.9642791748,"Ontario",,"CAN",,,,
"04269000","ST. REGIS RIVER AT BRASHER CENTER NY","St. Regis River",44.8636111,-74.77888889,"Ontario",,"US","X","X",612,"EST"
"02HA022","STONEY CREEK AT STONEY CREEK","Stoney Creek",43.225528717,-79.7511672974,"Ontario",,"CAN",,,,
"02HC035","STOUFFVILLE CREEK BELOW STOUFFVILLE","Stouffville Creek",43.955280304,-79.2324981689,"Ontario",,"CAN",,,,
"02HA016","THREE MILE CREEK AT MOUNT HOPE","Three Mile Creek",43.1661109924,-79.9094390869,"Ontario",,"CAN",,,,
"04135020","THUNDER BAY RIVER AT ALPENA  MI","Thunder Bay River",45.07084609,-83.4377532,"Huron",,"US","X","X",1240,"EST"
"04218000","TONAWANDA CREEK AT RAPIDS NY","Tonawanda Creek",43.09305556,-78.6361111,"Ontario",,"US","X","X",349,"EST"
"02HK902","TRENT RIVER AT HEALEY FALLS(SPILLWAY)","Trent River",44.3719711304,-77.7774200439,"Ontario",,"CAN",,,,
"02HK014","TRENT RIVER NEAR BATAWA (AFFRA)","Trent River",44.1738891602,-77.5891723633,"Ontario",,"CAN",,,,
"02HK012","TRENT RIVER AT GLEN ROSS (AFFRA)","Trent River",44.2694396973,-77.5827789307,"Ontario",,"CAN",,,,
"02HK010","TRENT RIVER AT TRENTON","Trent River",44.1238288879,-77.5916366577,"Ontario",,"CAN",,,,
"02HK004","TRENT RIVER AT GLEN ROSS","Trent River",44.2638893127,-77.6027832031,"Ontario",,"CAN",,,,
"02HK016","TROUT CREEK NEAR CAMPBELLFORD","Trout Creek",44.3019714355,-77.8309020996,"Ontario",,"CAN",,,,
"02HA031","TWELVE MILE CREEK NEAR POWER GLEN","Twelve Mile Creek",43.114780426,-79.274559021,"Ontario",,"CAN",,,,
"02HA020","TWENTY MILE CREEK ABOVE SMITHVILLE","Twenty Mile Creek",43.1156387329,-79.566192627,"Ontario",,"CAN",,,,
"02HA006","TWENTY MILE CREEK AT BALLS FALLS","Twenty Mile Creek",43.1334686279,-79.3832473755,"Ontario",,"CAN",,,,
"02HC043","URFE CREEK NEAR BROUGHAM","Urfé Creek",43.9169387817,-79.1138916016,"Ontario",,"CAN",,,,
"04199500","Vermilion River near Vermilion OH","Vermillion River",41.38199,-82.3168273,"Erie",,"US","X","X",262,"EST"
"02HA025","WELLAND RIVER AT WELLAND CANAL","Welland River",42.9952812195,-79.2525024414,"Ontario",,"CAN",,,,
"02HA021","WELLAND RIVER NEAR BINBROOK","Welland River",43.0924987793,-79.7988891602,"Ontario",,"CAN",,,,
"02HA015","WELLAND RIVER NEAR MOUNT HOPE","Welland River",43.1705589294,-79.9475021362,"Ontario",,"CAN",,,,
"02HA007","WELLAND RIVER BELOW CAISTOR CORNERS","Welland River",43.0217781067,-79.618019104,"Ontario",,"CAN",,,,
"02HC106","WEST DUFFINS CREEK NEAR PICKERING","West Duffins Creek",43.8499984741,-79.0866699219,"Ontario",,"CAN",,,,
"02HC041","WEST DUFFINS CREEK NEAR ALTONA","West Duffins Creek",43.9586105347,-79.1888885498,"Ontario",,"CAN",,,,
"02HC038","WEST DUFFINS CREEK ABOVE GREEN RIVER","West Duffins Creek",43.9157485962,-79.1795272827,"Ontario",,"CAN",,,,
"02HC058","WEST HIGHLAND CREEK NEAR SCARBOROUGH VILLAGE","West Highland Creek",43.7532196045,-79.2336730957,"Ontario",,"CAN",,,,
"02HC034","WEST HUMBER RIVER BELOW CLAIREVILLE DAM","West Humber River",43.7377815247,-79.6294403076,"Ontario",,"CAN",,,,
"02HC031","WEST HUMBER RIVER AT HIGHWAY NO. 7","West Humber River",43.7583618164,-79.6789398193,"Ontario",,"CAN",,,,
"02HC016","WEST HUMBER RIVER NEAR WILDFIELD","West Humber River",43.8105583191,-79.7158279419,"Ontario",,"CAN",,,,
"02HC008","WEST HUMBER RIVER NEAR THISTLETOWN","West Humber River",43.7305603027,-79.5541687012,"Ontario",,"CAN",,,,
"02HD021","WILMOT CREEK NEAR LESKARD","Wilmot Creek",44.0057182312,-78.642326355,"Ontario",,"CAN",,,,
"02HD009","WILMOT CREEK NEAR NEWCASTLE","Wilmot Creek",43.9302215576,-78.618812561,"Ontario",,"CAN",,,,
"02HM004","WILTON CREEK NEAR NAPANEE","Wilton Creek",44.2393112183,-76.8495330811,"Ontario",,"CAN",,,,
"02HC046","WIXON CREEK BELOW ALTONA","Wixon Creek",43.9599990845,-79.1825027466,"Ontario",,"CAN",,,,
"02HK802","TRENT RIVER AT HEALEY FALLS(POWER PLANT)",,44.3705596924,-77.7783279419,"Ontario",,"CAN",,,,
"02HK002","TRENT RIVER AT HEALEY FALLS",,44.3705596924,-77.7783279419,"Ontario",,"CAN",,,,
"02HJ005","SQUIRREL CREEK NEAR BAILIEBORO",,44.123249054,-78.388671875,"Ontario",,"CAN",,,,
"02HH005","PIGEON RIVER AT OMEMEE",,44.2967185974,-78.5500030518,"Ontario",,"CAN",,,,
"02HF004","BOB CREEK NEAR MINDEN",,44.9352798462,-78.7686080933,"Ontario",,"CAN",,,,
"02HD022","COBOURG BROOK NEAR PRECIOUS CORNERS",,43.9884681702,-78.2107467651,"Ontario",,"CAN",,,,
"02HD015","LAKE ONTARIO AT COBOURG",,43.9577789307,-78.1650009155,"Ontario",,"CAN",,,,
"02HC114","GANATSEKIAGON CREEK NEAR PICKERING",,43.8597183228,-79.0861129761,"Ontario",,"CAN",,,,
"02HC055","LYNDE CREEK TRIBUTARY NEAR KINSALE",,43.931968689,-78.9884719849,"Ontario",,"CAN",,,,
"02HC048","LAKE ONTARIO AT TORONTO",,43.6397781372,-79.380279541,"Ontario",,"CAN",,,,
"02HC042","GANATSEKIAGON CREEK NEAR BROUGHAM",,43.9113883972,-79.1394424438,"Ontario",,"CAN",,,,
